chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
ADBE,2020-09-18,495.0000,call,sell,2020-09-16T17:27:46.654761Z,credit,1.00000,limit,,long_call,3.50000000,1.00000
VXX,2020-09-25,30.0000,call,buy,2020-09-16T16:47:26.268854Z,debit,2.00000,limit,long_call,,0.48000000,2.00000
ADBE,2020-09-18,495.0000,call,buy,2020-09-16T16:26:17.898813Z,debit,1.00000,limit,long_call,,4.20000000,1.00000
NEE,2020-09-18,290.0000,call,buy,2020-09-16T16:18:17.094632Z,debit,3.00000,limit,long_call,,0.50000000,3.00000
TSLA,2020-11-20,600.0000,call,sell,2020-09-15T18:45:37.465923Z,credit,1.00000,limit,,long_call,49.30000000,1.00000
AAPL,2020-10-16,120.0000,call,sell,2020-09-15T18:06:30.819941Z,credit,1.00000,limit,,long_call,4.35000000,1.00000
SPY,2020-09-18,335.0000,put,buy,2020-09-15T18:02:41.455245Z,debit,1.00000,limit,long_put,,1.46000000,1.00000
SQ,2020-10-16,150.0000,call,sell,2020-09-15T15:42:57.584058Z,credit,1.00000,limit,,long_call,14.70000000,1.00000
VXX,2020-09-18,27.0000,call,buy,2020-09-14T19:02:44.935070Z,debit,1.00000,limit,long_call,,0.56000000,1.00000
VXX,2020-09-18,27.0000,call,buy,2020-09-14T18:05:30.643123Z,debit,1.00000,limit,long_call,,0.63000000,1.00000
SPY,2020-09-18,335.0000,put,buy,2020-09-14T15:22:30.970536Z,debit,1.00000,limit,long_put,,2.69000000,1.00000
VXX,2020-09-18,27.0000,call,buy,2020-09-14T15:17:31.011615Z,debit,2.00000,limit,long_call,,0.55000000,2.00000
ADBE,2020-10-16,550.0000,call,sell,2020-09-14T14:05:03.794506Z,credit,1.00000,limit,,long_call,7.50000000,1.00000
ADBE,2020-10-16,550.0000,call,buy,2020-09-11T18:40:31.723945Z,debit,1.00000,limit,long_call,,6.55000000,1.00000
SPOT,2020-10-16,270.0000,call,sell,2020-09-11T18:27:19.350483Z,credit,1.00000,limit,,long_call,6.70000000,1.00000
AAPL,2020-10-16,120.0000,call,buy,2020-09-11T18:06:44.216687Z,debit,1.00000,limit,long_call,,3.20000000,1.00000
AAPL,2020-10-16,125.0000,call,sell,2020-09-11T18:05:22.500101Z,credit,1.00000,limit,,long_call,2.01000000,1.00000
MSFT,2020-10-16,240.0000,call,sell,2020-09-11T16:44:55.937134Z,credit,1.00000,limit,,long_call,1.06000000,1.00000
BA,2020-11-20,200.0000,call,buy,2020-09-09T15:37:04.115821Z,debit,1.00000,limit,long_call,,6.35000000,1.00000
CSCO,2020-10-16,45.0000,call,sell,2020-09-09T15:09:52.707940Z,credit,1.00000,limit,,long_call,0.13000000,1.00000
CVS,2020-10-16,70.0000,call,sell,2020-09-09T15:08:15.722414Z,credit,1.00000,limit,,long_call,0.10000000,1.00000
BA,2020-10-16,190.0000,call,sell,2020-09-09T15:08:01.957960Z,credit,1.00000,limit,,long_call,3.35000000,1.00000
TSLA,2020-11-20,600.0000,call,buy,2020-09-08T16:54:11.714782Z,debit,1.00000,limit,long_call,,16.65000000,1.00000
BA,2020-10-16,190.0000,call,buy,2020-09-08T15:08:12.207358Z,debit,1.00000,limit,long_call,,6.20000000,1.00000
BA,2020-10-16,200.0000,call,sell,2020-09-08T15:07:43.055405Z,credit,1.00000,limit,,long_call,4.45000000,1.00000
BA,2020-10-16,200.0000,call,buy,2020-09-04T17:27:22.125684Z,debit,1.00000,limit,long_call,,6.70000000,1.00000
MSFT,2020-10-16,240.0000,call,buy,2020-09-04T15:46:06.640104Z,debit,1.00000,limit,long_call,,3.30000000,1.00000
AAPL,2020-10-16,125.0000,call,buy,2020-09-04T15:42:01.835758Z,debit,1.00000,limit,long_call,,5.65000000,1.00000
SPOT,2020-10-16,270.0000,call,buy,2020-09-04T14:59:13.909337Z,debit,1.00000,limit,long_call,,12.40000000,1.00000
SQ,2020-10-16,150.0000,call,buy,2020-09-04T14:53:49.171372Z,debit,1.00000,limit,long_call,,8.80000000,1.00000
SQ,2020-10-16,180.0000,call,sell,2020-09-04T14:53:24.097887Z,credit,2.00000,limit,,long_call,2.74000000,2.00000
SPOT,2020-10-16,300.0000,call,sell,2020-09-04T14:53:15.804100Z,credit,2.00000,limit,,long_call,5.40000000,2.00000
VXX,2020-09-04,28.0000,call,sell,2020-09-03T15:08:08.760815Z,credit,1.00000,limit,,long_call,1.27000000,1.00000
SQ,2020-10-16,180.0000,call,buy,2020-09-03T14:15:48.618408Z,debit,1.00000,limit,long_call,,6.25000000,1.00000
SPOT,2020-10-16,300.0000,call,buy,2020-09-02T15:05:48.866228Z,debit,1.00000,limit,long_call,,11.90000000,1.00000
SQ,2020-10-16,180.0000,call,buy,2020-09-02T14:06:44.443699Z,debit,1.00000,limit,long_call,,7.85000000,1.00000
SPOT,2020-10-16,300.0000,call,buy,2020-09-02T13:52:07.966927Z,debit,1.00000,limit,long_call,,13.50000000,1.00000
SPOT,2020-10-16,300.0000,call,sell,2020-09-01T17:42:03.497771Z,credit,1.00000,limit,,long_call,18.60000000,1.00000
VXX,2020-09-04,28.0000,call,buy,2020-09-01T17:08:13.394460Z,debit,1.00000,limit,long_call,,0.85000000,1.00000
VXX,2020-09-04,27.0000,call,sell,2020-09-01T15:15:24.687791Z,credit,2.00000,limit,,long_call,1.24000000,2.00000
NVDA,2020-09-18,500.0000,call,sell,2020-08-31T18:37:41.724036Z,credit,1.00000,limit,,long_call,48.60000000,1.00000
VXX,2020-09-04,27.0000,call,buy,2020-08-28T18:24:51.577154Z,debit,2.00000,limit,long_call,,0.90000000,2.00000
COST,2020-08-28,350.0000,call,sell,2020-08-27T18:54:54.173602Z,credit,1.00000,limit,,long_call,0.62000000,1.00000
SPOT,2020-10-16,300.0000,call,buy,2020-08-27T17:16:35.476680Z,debit,1.00000,limit,long_call,,9.30000000,1.00000
SPY,2020-09-04,345.0000,put,sell,2020-08-27T17:09:31.311664Z,credit,1.00000,limit,,long_put,3.14000000,1.00000
COST,2020-08-28,350.0000,call,buy,2020-08-27T15:55:29.119472Z,debit,1.00000,limit,long_call,,1.10000000,1.00000
CVS,2020-10-16,70.0000,call,buy,2020-08-27T15:52:39.199870Z,debit,1.00000,limit,long_call,,0.44000000,1.00000
CSCO,2020-10-16,45.0000,call,buy,2020-08-27T15:52:21.844246Z,debit,1.00000,limit,long_call,,0.47000000,1.00000
MSFT,2020-09-11,225.0000,call,sell,2020-08-27T14:27:34.867130Z,credit,1.00000,limit,,long_call,9.40000000,1.00000
SPY,2020-09-04,345.0000,put,buy,2020-08-26T17:43:25.033511Z,debit,1.00000,limit,long_put,,2.61000000,1.00000
AAPL,2020-08-28,510.0000,call,sell,2020-08-26T16:34:44.536339Z,credit,1.00000,limit,,long_call,5.85000000,1.00000
AAPL,2020-08-28,510.0000,call,sell,2020-08-26T15:52:13.985491Z,credit,1.00000,limit,,long_call,5.80000000,1.00000
AAPL,2020-08-28,510.0000,call,buy,2020-08-26T14:48:51.819301Z,debit,1.00000,limit,long_call,,4.95000000,1.00000
BYND,2020-09-18,140.0000,call,sell,2020-08-26T14:32:50.139638Z,credit,1.00000,limit,,long_call,1.83000000,1.00000
BA,2020-09-18,195.0000,call,sell,2020-08-26T14:30:45.298938Z,credit,1.00000,limit,,long_call,2.99000000,1.00000
AAPL,2020-08-28,510.0000,call,buy,2020-08-26T14:16:11.538339Z,debit,1.00000,limit,long_call,,5.15000000,1.00000
MSFT,2020-09-11,225.0000,call,sell,2020-08-26T13:51:47.676800Z,credit,1.00000,limit,,long_call,2.76000000,1.00000
SPY,2020-08-28,340.0000,put,buy,2020-08-24T13:53:39.448689Z,debit,1.00000,limit,long_put,,1.67000000,1.00000
