chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
PYPL,2021-06-18,260.0000,call,sell,2021-06-10T15:43:27.411304Z,credit,1.00000,limit,,long_call,9.35000000,1.00000
PYPL,2021-07-16,280.0000,call,buy,2021-06-10T15:35:59.808711Z,debit,1.00000,limit,long_call,,4.30000000,1.00000
QQQ,2021-06-14,335.0000,put,buy,2021-06-09T16:45:34.584062Z,debit,1.00000,limit,long_put,,1.30000000,1.00000
SQ,2021-06-18,220.0000,call,sell,2021-06-09T13:42:13.137296Z,credit,1.00000,limit,,long_call,4.20000000,1.00000
SQ,2021-06-18,220.0000,call,sell,2021-06-09T13:39:38.739594Z,credit,1.00000,limit,,long_call,4.70000000,1.00000
SQ,2021-06-18,220.0000,call,sell,2021-06-09T13:35:13.310187Z,credit,1.00000,limit,,long_call,4.85000000,1.00000
SQ,2021-06-18,220.0000,call,buy,2021-06-08T16:08:32.517172Z,debit,1.00000,limit,long_call,,4.00000000,1.00000
SQ,2021-06-18,220.0000,call,buy,2021-06-08T15:30:14.250753Z,debit,1.00000,limit,long_call,,3.65000000,1.00000
SQ,2021-06-18,220.0000,call,buy,2021-06-08T15:27:58.116299Z,debit,1.00000,limit,long_call,,3.55000000,1.00000
TSLA,2021-06-18,650.0000,call,buy,2021-06-08T15:22:40.763270Z,debit,1.00000,limit,long_call,,5.10000000,1.00000
SQ,2021-06-18,220.0000,call,sell,2021-06-08T13:55:36.813374Z,credit,1.00000,limit,,long_call,5.75000000,1.00000
SQ,2021-06-18,220.0000,call,sell,2021-06-08T13:44:11.759391Z,credit,1.00000,limit,,long_call,7.00000000,1.00000
TSLA,2021-07-16,650.0000,call,buy,2021-06-07T16:18:54.342321Z,debit,1.00000,limit,long_call,,18.90000000,1.00000
TSLA,2021-06-18,625.0000,call,sell,2021-06-07T16:18:40.837590Z,credit,1.00000,limit,,long_call,9.10000000,1.00000
NVDA,2021-06-11,690.0000,put,sell,2021-06-07T15:48:09.146588Z,credit,1.00000,limit,,long_put,12.45000000,1.00000
NVDA,2021-06-11,690.0000,put,sell,2021-06-07T15:42:18.247823Z,credit,1.00000,limit,,long_put,12.15000000,1.00000
NVDA,2021-06-11,705.0000,call,sell,2021-06-07T15:07:45.284080Z,credit,1.00000,limit,,long_call,8.80000000,1.00000
NVDA,2021-06-11,690.0000,put,buy,2021-06-07T15:06:41.990344Z,debit,1.00000,limit,long_put,,9.70000000,1.00000
NVDA,2021-06-11,705.0000,call,buy,2021-06-07T14:56:53.936467Z,debit,1.00000,limit,long_call,,10.25000000,1.00000
NVDA,2021-06-11,690.0000,put,buy,2021-06-07T14:48:05.336481Z,debit,1.00000,limit,long_put,,10.05000000,1.00000
SQ,2021-06-18,220.0000,call,buy,2021-06-07T13:59:32.981591Z,debit,1.00000,limit,long_call,,4.20000000,1.00000
SQ,2021-06-18,220.0000,call,buy,2021-06-07T13:57:23.844866Z,debit,1.00000,limit,long_call,,4.25000000,1.00000
SQ,2021-06-18,225.0000,call,sell,2021-06-07T13:53:05.199833Z,credit,2.00000,limit,,long_call,2.63000000,2.00000
QQQ,2021-06-11,332.0000,put,buy,2021-06-04T15:37:25.869499Z,debit,2.00000,limit,long_put,,1.84000000,2.00000
SQ,2021-06-18,225.0000,call,buy,2021-06-04T15:26:32.575914Z,debit,1.00000,limit,long_call,,2.94000000,1.00000
NVDA,2021-06-18,650.0000,call,sell,2021-06-04T14:16:27.971316Z,credit,1.00000,limit,,long_call,50.55000000,1.00000
QQQ,2021-06-09,330.0000,put,sell,2021-06-03T13:52:51.726738Z,credit,1.00000,limit,,long_put,3.62000000,1.00000
TSLA,2021-06-18,625.0000,call,buy,2021-06-02T18:33:23.216593Z,debit,1.00000,limit,long_call,,16.00000000,1.00000
SQ,2021-06-18,225.0000,call,sell,2021-06-02T18:32:50.698605Z,credit,1.00000,limit,,long_call,5.80000000,1.00000
AAPL,2021-07-16,135.0000,call,sell,2021-06-02T18:28:16.566502Z,credit,1.00000,limit,,long_call,0.78000000,1.00000
SPOT,2021-07-16,280.0000,call,sell,2021-06-02T18:28:06.734548Z,credit,3.00000,limit,,long_call,1.90000000,3.00000
QQQ,2021-06-09,330.0000,put,buy,2021-06-02T17:28:54.236298Z,debit,1.00000,limit,long_put,,2.07000000,1.00000
TSLA,2021-06-04,630.0000,call,sell,2021-06-02T13:56:28.404474Z,credit,1.00000,limit,,long_call,3.45000000,1.00000
PYPL,2021-06-18,260.0000,call,buy,2021-06-01T14:25:10.456706Z,debit,1.00000,limit,long_call,,5.45000000,1.00000
PYPL,2021-06-18,260.0000,call,buy,2021-06-01T14:23:19.282538Z,debit,1.00000,limit,long_call,,5.25000000,1.00000
NVDA,2021-06-18,650.0000,call,buy,2021-06-01T14:17:48.757107Z,debit,1.00000,limit,long_call,,14.05000000,1.00000
NVDA,2021-05-28,630.0000,call,sell,2021-05-27T17:28:24.142598Z,credit,1.00000,limit,,long_call,2.89000000,1.00000
NVDA,2021-05-28,630.0000,call,sell,2021-05-27T17:25:01.573089Z,credit,2.00000,limit,,long_call,3.25000000,2.00000
NVDA,2021-05-28,630.0000,call,buy,2021-05-27T16:53:44.103523Z,debit,2.00000,limit,long_call,,2.39000000,2.00000
NVDA,2021-05-28,630.0000,call,buy,2021-05-27T16:44:28.834375Z,debit,1.00000,limit,long_call,,2.20000000,1.00000
TSLA,2021-06-04,630.0000,call,buy,2021-05-27T15:45:24.370819Z,debit,1.00000,limit,long_call,,11.90000000,1.00000
NVDA,2021-06-18,650.0000,call,sell,2021-05-26T18:31:40.870559Z,credit,1.00000,limit,,long_call,13.60000000,1.00000
NVDA,2021-06-18,650.0000,call,sell,2021-05-26T18:31:33.845816Z,credit,1.00000,limit,,long_call,13.65000000,1.00000
CHWY,2021-06-04,80.0000,call,sell,2021-05-26T15:44:32.606771Z,credit,1.00000,limit,,long_call,0.71000000,1.00000
CHWY,2021-06-04,80.0000,call,buy,2021-05-25T14:51:20.019168Z,debit,1.00000,limit,long_call,,0.39000000,1.00000
SQ,2021-06-18,225.0000,call,buy,2021-05-24T17:53:11.717893Z,debit,1.00000,limit,long_call,,3.80000000,1.00000
AAPL,2021-07-16,135.0000,call,sell,2021-05-24T17:50:55.889173Z,credit,1.00000,limit,,long_call,1.66000000,1.00000
SQ,2021-06-18,225.0000,call,buy,2021-05-24T17:44:22.628656Z,debit,1.00000,limit,long_call,,3.75000000,1.00000
SQ,2021-06-18,250.0000,call,sell,2021-05-24T17:43:57.642382Z,credit,3.00000,limit,,long_call,0.92000000,3.00000
QQQ,2021-05-24,315.0000,put,sell,2021-05-19T14:17:38.257149Z,credit,1.00000,limit,,long_put,2.87000000,1.00000
SPY,2021-05-21,410.0000,put,buy,2021-05-14T16:23:08.789263Z,debit,1.00000,limit,long_put,,1.91000000,1.00000
QQQ,2021-05-24,315.0000,put,buy,2021-05-14T16:22:48.109631Z,debit,2.00000,limit,long_put,,1.65000000,2.00000
SQ,2021-06-18,250.0000,call,buy,2021-05-14T16:22:24.621926Z,debit,1.00000,limit,long_call,,1.85000000,1.00000
SPOT,2021-07-16,280.0000,call,buy,2021-05-14T15:37:25.014291Z,debit,1.00000,limit,long_call,,1.85000000,1.00000
QQQ,2021-05-19,310.0000,put,sell,2021-05-12T16:08:10.039333Z,credit,2.00000,limit,,long_put,3.00000000,2.00000
TDOC,2021-10-15,200.0000,call,buy,2021-05-11T16:29:40.582263Z,debit,1.00000,limit,long_call,,4.25000000,1.00000
QQQ,2021-05-19,310.0000,put,buy,2021-05-11T16:24:14.769407Z,debit,1.00000,limit,long_put,,1.49000000,1.00000
QQQ,2021-05-19,310.0000,put,buy,2021-05-11T14:28:17.154455Z,debit,2.00000,limit,long_put,,2.34000000,2.00000
NVDA,2021-06-18,650.0000,call,buy,2021-05-11T14:07:33.984352Z,debit,1.00000,limit,long_call,,5.70000000,1.00000
SQ,2021-06-18,250.0000,call,buy,2021-05-11T14:07:17.083687Z,debit,1.00000,limit,long_call,,3.40000000,1.00000
SPOT,2021-07-16,280.0000,call,buy,2021-05-10T15:31:16.760720Z,debit,1.00000,limit,long_call,,2.75000000,1.00000
TDOC,2021-07-16,230.0000,call,sell,2021-05-10T15:30:21.513619Z,credit,3.00000,limit,,long_call,0.32000000,3.00000
FSLY,2022-01-21,60.0000,call,buy,2021-05-07T17:13:04.942318Z,debit,1.00000,limit,long_call,,4.30000000,1.00000
FSLY,2021-06-18,80.0000,call,sell,2021-05-07T15:12:02.465990Z,credit,3.00000,limit,,long_call,0.18000000,3.00000
SPOT,2021-07-16,280.0000,call,buy,2021-05-06T14:47:17.445971Z,debit,1.00000,limit,long_call,,4.30000000,1.00000
NVDA,2021-06-18,650.0000,call,buy,2021-05-05T18:31:15.413402Z,debit,1.00000,limit,long_call,,8.70000000,1.00000
TDOC,2021-07-16,230.0000,call,buy,2021-04-22T14:24:02.781796Z,debit,1.00000,limit,long_call,,4.20000000,1.00000
VXX,2021-04-23,11.0000,call,buy,2021-04-20T14:55:47.668876Z,debit,3.00000,limit,long_call,,0.26000000,3.00000
SQ,2021-05-21,285.0000,call,sell,2021-04-20T14:55:03.067852Z,credit,1.00000,limit,,long_call,4.40000000,1.00000
SQ,2021-06-18,250.0000,call,sell,2021-04-20T14:54:51.062157Z,credit,1.00000,limit,,long_call,18.65000000,1.00000
SPY,2021-04-23,410.0000,put,buy,2021-04-20T14:45:06.557179Z,debit,1.00000,limit,long_put,,1.54000000,1.00000
VXX,2021-04-30,11.0000,call,buy,2021-04-19T15:52:29.966138Z,debit,3.00000,limit,long_call,,0.42000000,3.00000
QQQ,2021-05-07,330.0000,put,buy,2021-04-19T15:52:10.409969Z,debit,1.00000,limit,long_put,,3.56000000,1.00000
SQ,2021-05-21,285.0000,call,buy,2021-04-19T15:10:21.329367Z,debit,1.00000,limit,long_call,,4.50000000,1.00000
TDOC,2021-07-16,230.0000,call,buy,2021-04-19T14:48:16.369761Z,debit,1.00000,limit,long_call,,4.20000000,1.00000
TDOC,2021-07-16,230.0000,call,buy,2021-04-16T16:12:04.644943Z,debit,1.00000,limit,long_call,,6.00000000,1.00000
SQ,2021-04-16,270.0000,call,sell,2021-04-14T18:50:14.108474Z,credit,1.00000,limit,,long_call,1.37000000,1.00000
SQ,2021-04-16,270.0000,call,buy,2021-04-14T16:54:56.187231Z,debit,1.00000,limit,long_call,,2.97000000,1.00000
NVDA,2021-04-16,655.0000,call,sell,2021-04-14T14:06:02.465768Z,credit,4.00000,limit,,long_call,0.81000000,4.00000
NVDA,2021-04-16,655.0000,call,buy,2021-04-13T17:41:34.184819Z,debit,1.00000,limit,long_call,,1.68000000,1.00000
QQQ,2021-04-23,330.0000,put,buy,2021-04-13T15:11:36.411365Z,debit,2.00000,limit,long_put,,1.58000000,2.00000
NVDA,2021-04-16,655.0000,call,buy,2021-04-13T14:27:01.625058Z,debit,1.00000,limit,long_call,,1.92000000,1.00000
NVDA,2021-04-16,655.0000,call,buy,2021-04-13T14:21:24.870307Z,debit,1.00000,limit,long_call,,1.92000000,1.00000
NVDA,2021-04-16,655.0000,call,buy,2021-04-13T14:16:38.567311Z,debit,1.00000,limit,long_call,,2.65000000,1.00000
FSLY,2021-06-18,80.0000,call,buy,2021-04-13T14:04:07.731497Z,debit,1.00000,limit,long_call,,3.85000000,1.00000
NVDA,2021-04-16,550.0000,call,sell,2021-04-13T14:02:06.469700Z,credit,1.00000,limit,,long_call,71.00000000,1.00000
CHWY,2021-07-16,100.0000,call,buy,2021-04-12T13:40:16.771734Z,debit,1.00000,limit,long_call,,4.55000000,1.00000
SHOP,2021-04-16,1500.0000,call,sell,2021-04-12T13:40:01.621908Z,credit,4.00000,limit,,long_call,1.35000000,4.00000
SHOP,2021-04-16,1500.0000,call,buy,2021-04-08T19:07:17.936739Z,debit,1.00000,limit,long_call,,0.70000000,1.00000
SHOP,2021-04-16,1500.0000,call,buy,2021-04-08T19:06:54.954750Z,debit,1.00000,limit,long_call,,0.70000000,1.00000
QQQ,2021-04-16,325.0000,put,buy,2021-04-05T15:42:29.143130Z,debit,1.00000,limit,long_put,,2.99000000,1.00000
FSLY,2021-06-18,80.0000,call,buy,2021-03-30T14:05:42.032482Z,debit,1.00000,limit,long_call,,3.45000000,1.00000
SQ,2021-06-18,250.0000,call,buy,2021-03-30T13:54:21.844643Z,debit,1.00000,limit,long_call,,7.45000000,1.00000
SQ,2021-06-18,250.0000,call,buy,2021-03-24T16:23:37.879230Z,debit,1.00000,limit,long_call,,10.40000000,1.00000
SQ,2021-04-16,250.0000,call,sell,2021-03-24T16:06:15.937407Z,credit,3.00000,limit,,long_call,2.00000000,3.00000
FSLY,2021-06-18,80.0000,call,buy,2021-03-24T15:31:35.333798Z,debit,1.00000,limit,long_call,,4.15000000,1.00000
FSLY,2021-04-16,80.0000,call,sell,2021-03-24T15:31:14.054483Z,credit,3.00000,limit,,long_call,0.96000000,3.00000
CHWY,2021-07-16,100.0000,call,buy,2021-03-24T15:15:42.093616Z,debit,1.00000,limit,long_call,,5.85000000,1.00000
CHWY,2021-04-16,100.0000,call,sell,2021-03-24T15:15:01.615735Z,credit,1.00000,limit,,long_call,1.28000000,1.00000
PLTR,2021-03-19,28.0000,call,buy,2021-03-11T19:08:33.937227Z,debit,1.00000,limit,long_call,,0.90000000,1.00000
SHOP,2021-04-16,1500.0000,call,buy,2021-03-05T20:24:06.828066Z,debit,1.00000,limit,long_call,,4.60000000,1.00000
SQ,2021-04-16,250.0000,call,buy,2021-03-05T15:54:25.597288Z,debit,1.00000,limit,long_call,,5.20000000,1.00000
SQ,2021-04-16,250.0000,call,buy,2021-03-05T15:47:15.130086Z,debit,1.00000,limit,long_call,,4.45000000,1.00000
SPOT,2021-04-16,330.0000,call,buy,2021-03-04T15:51:44.070546Z,debit,1.00000,limit,long_call,,11.00000000,1.00000
SPOT,2021-04-16,350.0000,call,sell,2021-03-04T15:50:09.830561Z,credit,2.00000,limit,,long_call,6.30000000,2.00000
FSLY,2021-04-16,80.0000,call,buy,2021-03-04T15:47:57.348367Z,debit,3.00000,limit,long_call,,3.20000000,3.00000
FSLY,2021-04-16,85.0000,call,sell,2021-03-04T15:47:44.029445Z,credit,2.00000,limit,,long_call,2.35000000,2.00000
FSLY,2021-04-16,90.0000,call,sell,2021-03-04T15:47:00.662822Z,credit,2.00000,limit,,long_call,1.71000000,2.00000
FSLY,2021-03-19,85.0000,call,sell,2021-03-04T15:41:57.409833Z,credit,2.00000,limit,,long_call,0.76000000,2.00000
SHOP,2021-04-16,1500.0000,call,buy,2021-03-04T15:38:07.978499Z,debit,1.00000,limit,long_call,,10.00000000,1.00000
CRSR,2021-05-21,55.0000,call,sell,2021-03-04T15:37:21.039013Z,credit,4.00000,limit,,long_call,1.38000000,4.00000
AAPL,2021-04-16,130.0000,call,sell,2021-03-04T15:35:25.089201Z,credit,1.00000,limit,,long_call,2.82000000,1.00000
NVDA,2021-04-16,550.0000,call,buy,2021-03-04T15:35:10.142902Z,debit,1.00000,limit,long_call,,14.55000000,1.00000
SPY,2021-03-03,380.0000,put,sell,2021-03-03T20:22:00.065128Z,credit,1.00000,limit,,long_put,0.13000000,1.00000
FSLY,2021-03-19,85.0000,call,buy,2021-03-02T16:07:31.909187Z,debit,2.00000,limit,long_call,,1.67000000,2.00000
SPOT,2021-04-16,350.0000,call,buy,2021-02-26T18:06:34.484677Z,debit,1.00000,limit,long_call,,10.10000000,1.00000
SQ,2021-03-19,245.0000,call,sell,2021-02-26T18:06:13.190199Z,credit,1.00000,limit,,long_call,6.75000000,1.00000
SQ,2021-03-19,245.0000,call,buy,2021-02-26T16:35:55.395550Z,debit,1.00000,limit,long_call,,7.75000000,1.00000
SPOT,2021-04-16,350.0000,call,buy,2021-02-26T15:36:43.782681Z,debit,1.00000,limit,long_call,,9.00000000,1.00000
CRSR,2021-05-21,55.0000,call,sell,2021-02-26T15:25:04.059964Z,credit,2.00000,limit,,long_call,2.51000000,2.00000
SQ,2021-03-19,250.0000,call,sell,2021-02-26T15:24:47.447276Z,credit,1.00000,limit,,long_call,4.75000000,1.00000
SPY,2021-03-03,385.0000,put,sell,2021-02-26T15:17:43.527498Z,credit,1.00000,limit,,long_put,6.60000000,1.00000
QQQ,2021-02-26,311.0000,put,buy,2021-02-25T20:58:08.279155Z,debit,1.00000,limit,long_put,,2.15000000,1.00000
FSLY,2021-04-16,90.0000,call,buy,2021-02-25T17:36:15.718404Z,debit,2.00000,limit,long_call,,3.10000000,2.00000
FSLY,2021-04-16,100.0000,call,sell,2021-02-25T17:35:56.307939Z,credit,4.00000,limit,,long_call,1.82000000,4.00000
SPY,2021-03-01,387.0000,put,sell,2021-02-25T17:32:33.718081Z,credit,1.00000,limit,,long_put,4.70000000,1.00000
SPY,2021-03-01,385.0000,put,sell,2021-02-25T17:32:24.921797Z,credit,1.00000,limit,,long_put,3.67000000,1.00000
SPY,2021-03-03,385.0000,put,sell,2021-02-25T17:32:14.991023Z,credit,1.00000,limit,,long_put,4.52000000,1.00000
SPY,2021-03-03,385.0000,put,buy,2021-02-24T15:42:05.408067Z,debit,2.00000,limit,long_put,,2.96000000,2.00000
AAPL,2021-07-16,135.0000,call,buy,2021-02-24T15:41:40.888260Z,debit,1.00000,limit,long_call,,6.95000000,1.00000
SQ,2021-03-19,250.0000,call,buy,2021-02-24T15:32:39.108220Z,debit,1.00000,limit,long_call,,9.95000000,1.00000
SQ,2021-04-16,250.0000,call,buy,2021-02-24T15:28:35.492624Z,debit,1.00000,limit,long_call,,16.10000000,1.00000
SQ,2021-03-05,225.0000,call,sell,2021-02-24T15:28:12.989989Z,credit,1.00000,limit,,long_call,17.45000000,1.00000
AAPL,2021-04-16,130.0000,call,buy,2021-02-23T19:08:40.209781Z,debit,1.00000,limit,long_call,,4.30000000,1.00000
CHWY,2021-04-16,100.0000,call,sell,2021-02-23T19:07:47.080079Z,credit,1.00000,limit,,long_call,14.65000000,1.00000
SPY,2021-03-03,380.0000,put,buy,2021-02-23T18:29:41.466881Z,debit,1.00000,limit,long_put,,2.58000000,1.00000
AAPL,2021-07-16,135.0000,call,buy,2021-02-23T18:29:26.038688Z,debit,1.00000,limit,long_call,,6.90000000,1.00000
SPY,2021-03-01,385.0000,put,sell,2021-02-23T18:27:52.957565Z,credit,1.00000,limit,,long_put,3.39000000,1.00000
SPY,2021-03-01,387.0000,put,sell,2021-02-23T15:05:01.314326Z,credit,1.00000,limit,,long_put,5.84000000,1.00000
FSLY,2021-04-16,85.0000,call,buy,2021-02-23T15:04:42.934911Z,debit,1.00000,limit,long_call,,5.55000000,1.00000
CRSR,2021-03-19,50.0000,call,sell,2021-02-23T15:03:34.426463Z,credit,2.00000,limit,,long_call,0.98000000,2.00000
FSLY,2021-04-16,85.0000,call,buy,2021-02-23T15:03:22.979221Z,debit,1.00000,limit,long_call,,5.30000000,1.00000
FSLY,2021-04-16,100.0000,call,buy,2021-02-22T18:07:18.227200Z,debit,2.00000,limit,long_call,,2.78000000,2.00000
SPY,2021-03-01,387.0000,put,buy,2021-02-19T20:36:53.610188Z,debit,2.00000,limit,long_put,,2.39000000,2.00000
FSLY,2021-04-16,100.0000,call,buy,2021-02-19T20:36:32.378716Z,debit,2.00000,limit,long_call,,3.55000000,2.00000
SQ,2021-03-05,225.0000,call,sell,2021-02-19T20:35:22.475415Z,credit,1.00000,limit,,long_call,52.25000000,1.00000
SPY,2021-02-12,388.0000,put,sell,2021-02-12T20:02:22.281203Z,credit,2.00000,limit,,long_put,0.02000000,2.00000
CRSR,2021-03-19,50.0000,call,buy,2021-02-11T18:59:42.940128Z,debit,2.00000,limit,long_call,,3.10000000,2.00000
SPY,2021-02-12,388.0000,put,buy,2021-02-11T17:26:24.298894Z,debit,1.00000,limit,long_put,,1.48000000,1.00000
SPY,2021-02-12,388.0000,put,buy,2021-02-11T17:18:06.342257Z,debit,1.00000,limit,long_put,,1.10000000,1.00000
SPY,2021-03-01,385.0000,put,buy,2021-02-11T16:45:37.882315Z,debit,1.00000,limit,long_put,,3.49000000,1.00000
SPY,2021-03-01,385.0000,put,buy,2021-02-11T16:13:21.084158Z,debit,1.00000,limit,long_put,,3.82000000,1.00000
CRSR,2021-02-19,40.0000,call,sell,2021-02-11T16:11:09.353325Z,credit,3.00000,limit,,long_call,3.10000000,3.00000
NVDA,2021-02-19,530.0000,put,sell,2021-02-10T19:32:22.561954Z,credit,1.00000,limit,,long_put,0.77000000,1.00000
NVDA,2021-02-19,530.0000,put,buy,2021-02-08T15:17:51.163469Z,debit,1.00000,limit,long_put,,2.83000000,1.00000
SPY,2021-02-10,360.0000,put,buy,2021-01-29T19:13:09.578117Z,debit,1.00000,limit,long_put,,4.09000000,1.00000
CRSR,2021-05-21,55.0000,call,buy,2021-01-29T19:12:49.498850Z,debit,1.00000,limit,long_call,,6.30000000,1.00000
SPY,2021-02-05,375.0000,put,sell,2021-01-29T18:27:42.593394Z,credit,1.00000,limit,,long_put,8.61000000,1.00000
SPY,2021-02-05,375.0000,put,buy,2021-01-28T20:36:55.110318Z,debit,1.00000,limit,long_put,,3.96000000,1.00000
CRSR,2021-05-21,55.0000,call,buy,2021-01-28T15:01:53.363742Z,debit,1.00000,limit,long_call,,7.40000000,1.00000
NVDA,2021-02-19,545.0000,call,sell,2021-01-28T15:01:24.983839Z,credit,1.00000,limit,,long_call,15.00000000,1.00000
SQ,2021-03-05,225.0000,call,buy,2021-01-27T15:08:42.829930Z,debit,1.00000,limit,long_call,,11.00000000,1.00000
SPY,2021-02-10,375.0000,put,buy,2021-01-25T16:28:34.393294Z,debit,1.00000,limit,long_put,,4.49000000,1.00000
SQ,2021-03-05,225.0000,call,buy,2021-01-25T16:24:31.560535Z,debit,1.00000,limit,long_call,,14.55000000,1.00000
SQ,2021-02-19,230.0000,call,sell,2021-01-25T16:23:45.222129Z,credit,1.00000,limit,,long_call,6.90000000,1.00000
TDOC,2021-02-19,220.0000,call,sell,2021-01-07T15:21:46.084160Z,credit,1.00000,limit,,long_call,13.30000000,1.00000
NVDA,2021-02-19,545.0000,call,buy,2021-01-06T20:58:48.376193Z,debit,1.00000,limit,long_call,,15.40000000,1.00000
BYND,2021-02-19,150.0000,call,sell,2021-01-06T20:58:27.005552Z,credit,1.00000,limit,,long_call,1.84000000,1.00000
CRSR,2021-05-21,55.0000,call,buy,2021-01-04T20:26:05.199318Z,debit,1.00000,limit,long_call,,4.05000000,1.00000
TDOC,2021-02-19,220.0000,call,sell,2021-01-04T20:25:57.268369Z,credit,1.00000,limit,,long_call,7.95000000,1.00000
CRSR,2021-02-19,40.0000,call,buy,2021-01-04T17:21:03.386502Z,debit,1.00000,limit,long_call,,3.25000000,1.00000
SPY,2021-01-15,360.0000,put,buy,2021-01-04T17:14:18.596362Z,debit,1.00000,limit,long_put,,4.59000000,1.00000
SQ,2021-02-19,230.0000,call,buy,2020-12-29T15:23:03.984721Z,debit,1.00000,limit,long_call,,11.65000000,1.00000
TDOC,2021-02-19,220.0000,call,buy,2020-12-29T15:18:53.989703Z,debit,1.00000,limit,long_call,,7.00000000,1.00000
CRSR,2021-02-19,40.0000,call,buy,2020-12-29T15:15:36.869618Z,debit,1.00000,limit,long_call,,4.60000000,1.00000
CRSR,2021-05-21,55.0000,call,buy,2020-12-29T15:15:17.116327Z,debit,1.00000,limit,long_call,,4.90000000,1.00000
TDOC,2021-01-15,200.0000,call,sell,2020-12-29T15:14:34.331279Z,credit,1.00000,limit,,long_call,6.90000000,1.00000
BYND,2021-02-19,150.0000,call,buy,2020-12-28T17:50:17.001009Z,debit,1.00000,limit,long_call,,4.70000000,1.00000
TDOC,2021-01-15,200.0000,call,sell,2020-12-28T17:49:46.587923Z,credit,1.00000,limit,,long_call,8.20000000,1.00000
TDOC,2021-02-19,220.0000,call,buy,2020-12-28T15:16:00.888930Z,debit,1.00000,limit,long_call,,8.40000000,1.00000
TDOC,2021-01-15,200.0000,call,sell,2020-12-28T15:15:34.807335Z,credit,1.00000,limit,,long_call,9.70000000,1.00000
CRSR,2021-05-21,55.0000,call,buy,2020-12-24T16:16:43.405245Z,debit,1.00000,limit,long_call,,5.20000000,1.00000
CRSR,2021-02-19,40.0000,call,buy,2020-12-24T16:16:34.930912Z,debit,1.00000,limit,long_call,,5.40000000,1.00000
FB,2021-01-15,290.0000,call,sell,2020-12-22T16:42:11.038946Z,credit,2.00000,limit,,long_call,2.50000000,2.00000
SPY,2020-12-31,360.0000,put,buy,2020-12-22T16:41:50.098852Z,debit,1.00000,limit,long_put,,2.30000000,1.00000
TSLA,2020-12-24,750.0000,call,sell,2020-12-22T16:41:10.944017Z,credit,1.00000,limit,,long_call,0.29000000,1.00000
CRSR,2021-02-19,40.0000,call,buy,2020-12-22T16:29:21.949163Z,debit,1.00000,limit,long_call,,7.20000000,1.00000
FB,2021-01-15,290.0000,call,buy,2020-12-18T17:50:44.432640Z,debit,1.00000,limit,long_call,,4.05000000,1.00000
TSLA,2020-12-24,750.0000,call,buy,2020-12-18T16:27:58.049734Z,debit,1.00000,limit,long_call,,16.85000000,1.00000
CRSR,2020-12-18,40.0000,call,sell,2020-12-17T20:04:35.910716Z,credit,3.00000,limit,,long_call,0.56000000,3.00000
CHWY,2020-12-18,105.0000,call,buy,2020-12-17T20:00:34.912130Z,debit,4.00000,limit,long_call,,0.27000000,4.00000
CHWY,2020-12-18,105.0000,call,buy,2020-12-17T19:59:21.486201Z,debit,8.00000,limit,long_call,,0.26000000,8.00000
SPY,2020-12-31,365.0000,put,buy,2020-12-17T17:06:38.023843Z,debit,2.00000,limit,long_put,,2.71000000,2.00000
CHWY,2021-01-15,75.0000,call,sell,2020-12-17T16:10:34.320523Z,credit,2.00000,limit,,long_call,24.05000000,2.00000
CRSR,2020-12-18,40.0000,call,buy,2020-12-17T15:50:04.092743Z,debit,1.00000,limit,long_call,,0.92000000,1.00000
CRSR,2020-12-18,40.0000,call,buy,2020-12-17T15:35:54.546149Z,debit,3.00000,limit,long_call,,0.73000000,3.00000
CRSR,2021-05-21,55.0000,call,buy,2020-12-16T20:00:44.992363Z,debit,1.00000,limit,long_call,,5.60000000,1.00000
TDOC,2021-01-15,200.0000,call,buy,2020-12-16T17:00:50.294060Z,debit,1.00000,limit,long_call,,7.30000000,1.00000
VXX,2020-12-18,20.0000,call,sell,2020-12-16T17:00:20.173856Z,credit,5.00000,limit,,long_call,0.10000000,5.00000
SPY,2020-12-18,360.0000,put,sell,2020-12-15T20:59:40.747504Z,credit,9.00000,limit,,long_put,0.74000000,9.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-15T20:56:14.534367Z,debit,2.00000,limit,long_put,,0.81000000,2.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-15T20:32:41.592465Z,debit,2.00000,limit,long_put,,0.87000000,2.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-15T20:21:34.045056Z,debit,1.00000,limit,long_put,,0.81000000,1.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-15T19:57:06.111637Z,debit,2.00000,limit,long_put,,0.81000000,2.00000
FB,2021-01-15,290.0000,call,buy,2020-12-15T17:15:32.900294Z,debit,1.00000,limit,long_call,,3.70000000,1.00000
QQQ,2020-12-18,300.0000,put,buy,2020-12-15T15:50:46.682599Z,debit,1.00000,limit,long_put,,1.21000000,1.00000
SPY,2020-12-18,365.0000,put,buy,2020-12-15T15:50:22.855268Z,debit,1.00000,limit,long_put,,2.76000000,1.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-14T20:51:30.828978Z,debit,1.00000,limit,long_put,,2.11000000,1.00000
QQQ,2020-12-18,300.0000,put,buy,2020-12-14T20:23:52.280432Z,debit,1.00000,limit,long_put,,1.54000000,1.00000
